CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
2167,5,8,18,30,32,33,7,45000000,10/09/2008
2166,4,12,16,18,19,55,50,38000000,07/09/2008
2165,3,15,17,23,38,49,44,34000000,03/09/2008
2164,8,19,24,30,33,47,28,33000000,31/08/2008
2163,4,8,9,10,34,41,53,32000000,27/08/2008
2162,14,16,25,29,51,54,45,31000000,24/08/2008
2161,1,6,20,21,26,41,38,30000000,20/08/2008
2160,15,17,31,40,45,49,46,135000000,17/08/2008
2159,11,16,34,38,48,50,27,125000000,13/08/2008
2158,10,15,23,33,44,53,51,117000000,10/08/2008
2157,24,29,31,42,43,55,51,108000000,06/08/2008
2156,10,36,46,47,51,53,3,97000000,03/08/2008
2155,6,10,14,22,32,54,43,90000000,30/07/2008
2154,1,4,21,33,39,53,44,83000000,27/07/2008
2153,1,3,18,21,25,29,36,76000000,23/07/2008
2152,6,11,14,24,32,44,21,69000000,20/07/2008
2151,4,36,38,43,45,55,52,62000000,16/07/2008
2150,8,15,28,30,31,45,38,54000000,13/07/2008
2149,2,8,14,16,19,22,43,48000000,09/07/2008
2148,8,14,37,39,41,49,26,40000000,06/07/2008
2147,5,8,11,12,48,56,10,35000000,02/07/2008
2146,4,17,34,47,48,51,31,33000000,29/06/2008
2145,4,7,15,19,43,52,40,32000000,25/06/2008
2144,14,19,21,30,46,52,24,31000000,22/06/2008
2143,5,14,20,29,34,54,55,30000000,18/06/2008
2142,3,5,22,34,40,47,16,0,15/06/2008
2141,10,13,16,27,29,32,24,128000000,11/06/2008
2140,11,19,25,44,50,53,32,117000000,08/06/2008
2139,3,4,12,13,19,28,10,110000000,04/06/2008
2138,7,29,33,37,52,55,10,100000000,01/06/2008
2137,26,29,34,35,39,50,32,92000000,28/05/2008
2136,12,21,31,35,46,55,5,84000000,25/05/2008
2135,3,23,26,41,47,50,48,76000000,21/05/2008
2134,10,11,12,29,47,50,54,68000000,18/05/2008
2133,15,16,25,29,47,52,53,61000000,14/05/2008
2132,3,27,33,34,36,42,22,54000000,11/05/2008
2131,16,19,22,24,29,51,38,48000000,07/05/2008
2130,3,8,12,17,23,32,56,41000000,04/05/2008
2129,2,13,27,33,35,36,19,36000000,30/04/2008
2128,8,12,15,17,43,50,52,34000000,27/04/2008
2127,9,13,24,32,39,55,37,32000000,23/04/2008
2126,5,20,22,25,42,56,15,31000000,20/04/2008
2125,9,13,17,25,37,43,1,30000000,16/04/2008
2124,5,19,23,27,36,51,39,61000000,13/04/2008
2123,10,13,25,35,37,41,42,55000000,09/04/2008
2122,12,18,45,49,50,53,9,46000000,06/04/2008
2121,24,35,37,47,54,55,30,38000000,02/04/2008
2120,2,6,13,35,43,52,16,0,30/03/2008
2119,12,21,22,26,41,50,40,32000000,26/03/2008
2118,30,32,33,40,41,52,3,31000000,23/03/2008
2117,9,17,28,36,45,51,43,30000000,19/03/2008
2116,23,27,29,32,37,48,13,185000000,16/03/2008
2115,7,9,10,38,41,56,37,173000000,12/03/2008
2114,3,23,25,26,33,34,4,161000000,09/03/2008
2113,5,15,21,28,43,50,40,151000000,05/03/2008
2112,7,17,32,33,34,51,38,140000000,02/03/2008
2111,8,18,24,31,39,43,37,131000000,27/02/2008
2110,6,10,12,35,39,53,55,121000000,24/02/2008
2109,2,9,13,37,46,52,26,112000000,20/02/2008
2108,22,26,43,49,53,55,48,102000000,17/02/2008
2107,5,6,19,38,42,44,29,94000000,13/02/2008
2106,1,3,27,37,44,52,14,86000000,10/02/2008
2105,24,28,35,40,42,50,25,78000000,06/02/2008
2104,9,13,34,46,54,56,35,69000000,03/02/2008
2103,4,6,13,20,21,47,53,62000000,30/01/2008
2102,2,3,32,40,43,47,11,53000000,27/01/2008
2101,19,27,29,35,37,44,24,47000000,23/01/2008
2100,11,28,29,31,49,54,19,43000000,20/01/2008
2099,8,16,24,42,46,50,28,39000000,16/01/2008
2098,6,27,37,41,50,53,18,35000000,13/01/2008
2097,9,37,38,42,50,56,6,32000000,09/01/2008
2096,1,5,10,13,31,54,46,30000000,06/01/2008
2095,10,19,20,23,31,44,38,89000000,02/01/2008
2094,15,17,38,41,46,54,21,79000000,30/12/2007
2093,4,9,27,31,33,40,45,73000000,26/12/2007
2092,9,10,24,32,35,55,34,64000000,23/12/2007
2091,7,8,26,27,53,56,20,57000000,19/12/2007
2090,17,18,19,24,37,53,50,54000000,16/12/2007
2089,10,17,21,50,54,56,37,50000000,12/12/2007
2088,6,24,31,36,43,51,21,44000000,09/12/2007
